pid,artist,location,label,_date,object_type,current_location,source,order,layout,collection,thumbnail,full,manifest
recipebook,"William McCoy Wheatley, Mildred Humes Wheatley","Northumberland, Pennsylvania","Recipes collected for Mildred by William, from the Northumberland American and other newspapers and sources",c.1859,manuscript,Wheatley Williams Papers,none,0,qatar_item,recipebook,"/img/derivatives/iiif/images/recipebook_001/full/250,/0/default.jpg",/img/derivatives/iiif/images/recipebook_001/full/full/0/default.jpg,/img/derivatives/iiif/recipebook/manifest.json
