pid,artist,location,label,_date,object_type,current_location,source
recipebook,"William McCoy Wheatley, Mildred Humes Wheatley","Northumberland, Pennsylvania","Recipes collected for Mildred by William, from the Northumberland American and other newspapers and sources",c.1859,manuscript,Wheatley Williams Papers,none
